word	k	p	sqrt_kp	sum	DF	DFtoWF	cluster
bahudhā	0.00475736719988379	0.35009252884891	0.350124851015319	9	5	0.555555555555556	8
pradhi	0.560893761646783	0.991299636260401	1.13898058837905	5	5	1	2
stana	0.447566977620886	0.991268277823562	1.08762539418496	4	4	1	2
śaśaya	0.447566974026947	0.991268277748168	1.08762539263731	4	4	1	2
dattra	0.991324330094196	0.991134166724626	1.40180985297066	9	9	1	1
sarasvant	0.00547943197032043	0.581666061497118	0.581691869697597	4	3	0.75	7
taviṣa	0.0498886201683225	0.727948459569188	0.729655969763458	19	16	0.842105263157895	6
vadhasna	0.447566971053978	0.991268277685824	1.08762539135709	4	4	1	2
bhāma	0.0272300974665198	0.776207339074674	0.776684821173571	8	7	0.875	6
chaday	0.783037345528593	0.991265621078771	1.26323197237291	7	7	1	2
mānya	0.0201793471105695	0.746037264534927	0.746310127309395	7	6	0.857142857142857	6
māndārya	0.447566983208605	0.991268277940721	1.08762539659113	4	4	1	2
iṣa	2.3939421391506	0.991064941185375	2.59097832550712	22	22	1	9
krīḍ	0.0706967262338327	0.766061623209181	0.769316864272496	22	19	0.863636363636364	6
haviṣkṛt	0.560891714522728	0.99129963244414	1.13897957694778	5	5	1	2
ūma	0.0813040468394205	0.86436900345561	0.86818438258662	13	12	0.923076923076923	6
vye	0.0786084832600783	0.776914380586283	0.780881071868321	23	20	0.869565217391304	6
deṣṇa	1.33204159794049	0.991206479919784	1.66036896636826	12	12	1	1
anavabhra	0.447566968532771	0.991268277632916	1.08762539027137	4	4	1	2
madira	1.7552355819348	0.991136460306922	2.01573892928617	16	16	1	1
bhuji	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
prapatha	0.00255690112597684	0.306695540947913	0.306706199123364	6	3	0.5	8
eta	0.00930417306327879	0.654982583993794	0.6550486645827	5	4	0.8	7
dūredṛś	0.560893703351465	0.991299636169836	1.13898055959256	5	5	1	2
bṛhaddiva	0.00930417306328894	0.654982583994043	0.655048664582949	5	4	0.8	7
myakṣ	0.023493971936598	0.685178633597705	0.685581305649575	11	9	0.818181818181818	7
sādhāraṇa	0.55887227796519	0.99127104750365	1.13796156028971	5	5	1	2
viṣā	0.014239466033887	0.707447996165444	0.707591287164725	6	5	0.833333333333333	7
dāti	0.0738300495485981	0.806936142925222	0.810306617877074	18	16	0.888888888888889	6
dhṛṣat	1.33204155937774	0.991206479331198	1.66036893507968	12	12	1	1
preṣṭha	1.75523557783233	0.991136460282476	2.01573892570186	16	16	1	1
kṛti	0.00547943197032043	0.581666061497118	0.581691869697597	4	3	0.75	7
viśvakṛṣṭi	0.447566974026947	0.991268277748168	1.08762539263731	4	4	1	2
stut	0.014239466033887	0.707447996165444	0.707591287164725	6	5	0.833333333333333	7
ṛtāyu	1.11832279216142	0.991272487829889	1.49441192868505	10	10	1	1
viśvajanya	1.11832279198867	0.991272487828172	1.49441192855464	10	10	1	1
kﾱp	0.00547943197032043	0.581666061497118	0.581691869697597	4	3	0.75	7
dits	0.023493971936598	0.685178633597705	0.685581305649575	11	9	0.818181818181818	7
vedyā	0.783037345528593	0.991265621078771	1.26323197237291	7	7	1	2
śambhaviṣṭha	0.895909166126017	0.991276221549856	1.33614437145047	8	8	1	2
niśā	0.447566975975597	0.991268277789051	1.08762539347645	4	4	1	2
manā	0.560893704170497	0.99129963617078	1.13898055999671	5	5	1	2
cyautna	1.11832279248829	0.991272487833356	1.49441192893196	10	10	1	1
ratheṣṭhā	0.02017934711056	0.746037264534837	0.746310127309305	7	6	0.857142857142857	6
kakṣyā	0.56047362623425	0.991294901782856	1.13876962903164	5	5	1	2
opaśa	0.560891718358828	0.991299632455685	1.13897957884691	5	5	1	2
mṛdhravāc	0.447566971413814	0.991268277693334	1.08762539151201	4	4	1	2
dāśu	0.560891718358828	0.991299632455685	1.13897957884691	5	5	1	2
nabh	0.00209785966166248	0.0512780528962335	0.0513209481984594	41	6	0.146341463414634	8
adeva	0.10616631647379	0.837438986757359	0.844141779143057	21	19	0.904761904761905	6
sīrā	0.447566971055191	0.991268277685847	1.0876253913576	4	4	1	2
pṛtanāṣāh	0.895909166126017	0.991276221549856	1.33614437145047	8	8	1	2
sama	0.0133273709711809	0.194906057424455	0.195361178430487	56	22	0.392857142857143	8
dūṇāśa	0.558872986455846	0.991271058576477	1.13796191788715	5	5	1	2
miyedha	0.0142394660338687	0.707447996165138	0.707591287164418	6	5	0.833333333333333	7
vivāc	0.895892054169214	0.991276071708262	1.33613278646432	8	8	1	2
śram	1.11832279186503	0.991272487827949	1.49441192846196	10	10	1	1
ṛtasāp	0.783037345528593	0.991265621078771	1.26323197237291	7	7	1	2
amutas	0.00930417306328894	0.654982583994043	0.655048664582949	5	4	0.8	7
antitas	0.650956972320756	0.991033494192713	1.18570332141933	6	6	1	2
āgas	0.0837910321487757	0.817987404282525	0.822267797395362	19	17	0.894736842105263	6
khan	0.560473626653952	0.991294901789177	1.13876962924371	5	5	1	2
āśis	0.991324678149433	0.991134169925007	1.4018101013693	9	9	1	1
dī	1.23230171355953	0.991291826095512	1.58152679323669	11	11	1	1
eṣa	0.023493971936598	0.685178633597705	0.685581305649575	11	9	0.818181818181818	7
rathyā	0.558872607888995	0.991271052659952	1.13796172681256	5	5	1	2
prasravaṇa	0.560891718175087	0.991299632452202	1.1389795787534	5	5	1	2
syandra	0.0142394660338815	0.707447996165315	0.707591287164596	6	5	0.833333333333333	7
vīta	0.783037306575362	0.991265620628615	1.2632319478738	7	7	1	2
pravatvat	0.00404979507044234	0.371634813080053	0.371656878226622	7	4	0.571428571428571	8
seka	0.447566974026947	0.991268277748168	1.08762539263731	4	4	1	2
purandhi	0.0353824174252736	0.80027437991648	0.801056176939897	9	8	0.888888888888889	6
sukṛt	0.558872986455846	0.991271058576477	1.13796191788715	5	5	1	2
daṃsiṣṭha	0.00930417306327879	0.654982583993794	0.6550486645827	5	4	0.8	7
niṣṭhā	0.650956972154127	0.991033494190274	1.18570332132581	6	6	1	2
pariṣvaj	0.447566971413814	0.991268277693334	1.08762539151201	4	4	1	2
śromata	0.447566971053978	0.991268277685824	1.08762539135709	4	4	1	2
vahatu	0.00548166926356811	0.336692672780076	0.33673729315552	11	6	0.545454545454545	8
sūryā	0.00373948761057303	0.154792179449174	0.154837342350658	21	7	0.333333333333333	8
katara	0.00930417306327879	0.654982583993794	0.6550486645827	5	4	0.8	7
samanta	0.447566970396208	0.991268277672019	1.08762539107382	4	4	1	2
sumedhas	0.0280185783186039	0.655578343704461	0.656176809606436	15	12	0.8	7
viśvānara	0.447566969969143	0.991268277663076	1.08762539088993	4	4	1	2
budhnya	1.56558615897075	0.991262790820634	1.8530142853271	14	14	1	1
taruṇa	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
nas	0.0556112354323689	0.83742961907564	0.839274077052	11	10	0.909090909090909	6
prayuj	0.650956198555686	0.991033483364272	1.18570288756804	6	6	1	2
sudina	0.558872586664723	0.991271052328219	1.13796171609998	5	5	1	2
iriṇa	0.00538941321733033	0.478060302140166	0.478090679952218	6	4	0.666666666666667	7
dīdhiti	0.0353824174252119	0.800274379916192	0.801056176939606	9	8	0.888888888888889	6
arday	0.650956200963421	0.991033483397785	1.18570288891791	6	6	1	2
bhakṣa	1.11832279197893	0.991272487827986	1.49441192854723	10	10	1	1
pīvas	0.0103709059962382	0.514398249640398	0.514502784175449	10	7	0.7	7
virāj	0.00835904381119644	0.436414240549333	0.436494287439926	11	7	0.636363636363636	8
samañj	0.0556112354323689	0.83742961907564	0.839274077052	11	10	0.909090909090909	6
namaukti	0.447566971007522	0.991268277684839	1.08762539133707	4	4	1	2
am	0.00789751343386783	0.535677259092842	0.535735472623998	7	5	0.714285714285714	7
ninitsu	0.447566971903611	0.991268277703623	1.08762539172294	4	4	1	2
nivacana	0.560893641606858	0.99129963607533	1.13898052910402	5	5	1	2
varas	0.00538941321732865	0.478060302140045	0.478090679952097	6	4	0.666666666666667	7
yakṣa	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
bhṛt	0.00930417306327879	0.654982583993794	0.6550486645827	5	4	0.8	7
adṛṣṭa	0.00041782342165703	0.106628569732595	0.106629388348759	10	1	0.1	8
avahan	0.650956972154127	0.991033494190274	1.18570332132581	6	6	1	2
goṣṭha	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
taskara	0.56089369240677	0.991299636156501	1.13898055419121	5	5	1	2
dṛti	0.0353824174252736	0.80027437991648	0.801056176939897	9	8	0.888888888888889	6
hariṣṭhā	0.00255690112597602	0.306695540947899	0.306706199123351	6	3	0.5	8
madhula	1e-04	0.0248552212598695	0.0248554224240319	4	1	0.25	8
urugāya	1.39288969068474	0.990949328443243	1.70942161620764	13	13	1	1
vidhartṛ	0.783037345515643	0.991265621078659	1.26323197236479	7	7	1	2
sajātya	0.895891337837353	0.991276065407363	1.33613230148122	8	8	1	2
suvidatra	0.0201793471105446	0.746037264534541	0.746310127309009	7	6	0.857142857142857	6
bhrātra	0.447566976155623	0.991268277792827	1.08762539355398	4	4	1	2
dakṣ	0.447566971903611	0.991268277703623	1.08762539172294	4	4	1	2
rātiṣāc	0.0449050490596036	0.820652055558757	0.821879711225346	10	9	0.9	6
svarṇara	0.650956971993845	0.99103349418817	1.18570332123605	6	6	1	2
divaspṛthivī	0.447566979079249	0.991268277854153	1.08762539481297	4	4	1	2
rāmyā	0.447566975975597	0.991268277789051	1.08762539347645	4	4	1	2
upe	0.56047362623425	0.991294901782856	1.13876962903164	5	5	1	2
barhiṣad	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
vyacasvat	0.447566979096037	0.991268277854504	1.0876253948202	4	4	1	2
sudughā	0.560891718175087	0.991299632452202	1.1389795787534	5	5	1	2
ādeva	0.014239466033887	0.707447996165444	0.707591287164725	6	5	0.833333333333333	7
ūrmyā	0.783037345515643	0.991265621078659	1.26323197236479	7	7	1	2
pan	0.895909166126017	0.991276221549856	1.33614437145047	8	8	1	2
svan	0.560893703818719	0.991299636173735	1.13898055982605	5	5	1	2
vyathis	0.783037345515643	0.991265621078659	1.26323197236479	7	7	1	2
svaday	0.560891714522728	0.99129963244414	1.13897957694778	5	5	1	2
gṛtsamada	0.447566968532771	0.991268277632916	1.08762539027137	4	4	1	2
dhanv	0.0394843026480902	0.520960169513521	0.522454312237121	37	26	0.702702702702703	7
upasad	0.89587544155371	0.991275925055911	1.33612153877352	8	8	1	2
draviṇasyu	0.447566971054014	0.991268277685825	1.0876253913571	4	4	1	2
saparyu	0.558872586664723	0.991271052328219	1.13796171609998	5	5	1	2
janya	0.895879067749707	0.99127595715782	1.33612399397333	8	8	1	2
bhārata	0.00792744566959213	0.535776417653994	0.535835062410992	7	5	0.714285714285714	7
vaśā	0.560893642458067	0.991299636078844	1.13898052952626	5	5	1	2
yaśastama	0.447566971886923	0.991268277703302	1.08762539171578	4	4	1	2
paraspā	0.00930417306327879	0.654982583993794	0.6550486645827	5	4	0.8	7
yajīyas	0.0257556231655582	0.60689280532641	0.607439074542959	17	13	0.764705882352941	7
vasavya	0.0556112354324099	0.837429619075763	0.839274077052125	11	10	0.909090909090909	6
ghṛ	0.0142394660338813	0.707447996165311	0.707591287164592	6	5	0.833333333333333	7
vacasyā	0.783037305129317	0.99126562061195	1.26323194696436	7	7	1	2
avabhid	0.00547943197032014	0.581666061497116	0.581691869697596	4	3	0.75	7
ghṛtaścut	0.0346683977784972	0.730990809076435	0.731812449169013	13	11	0.846153846153846	6
nijūrv	0.560893761646783	0.991299636260401	1.13898058837905	5	5	1	2
dānava	0.0032851359787658	0.405152247636376	0.405165566013705	5	3	0.6	8
paura	0.0109569846634217	0.582839411339321	0.582942394172255	8	6	0.75	7
śmaśru	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
vyath	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
cyavana	0.0201793471105278	0.746037264534512	0.746310127308979	7	6	0.857142857142857	6
radhra	0.991324409296659	0.991134167452906	1.40180990949555	9	9	1	1
kṛśa	0.895893994592946	0.991276088765457	1.33613410019573	8	8	1	2
krandas	0.447566979096037	0.991268277854504	1.0876253948202	4	4	1	2
sami	0.991324764817377	0.9911341707218	1.40181016322205	9	9	1	1
śṛdh	0.0920140019783038	0.824193293462896	0.829313668975303	20	18	0.9	6
āhanas	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
pīyūṣa	0.0677317648223115	0.851877431140336	0.854565825230686	12	11	0.916666666666667	6
viśvapsnya	0.447566971903611	0.991268277703623	1.08762539172294	4	4	1	2
prabhū	0.447566969969143	0.991268277663076	1.08762539088993	4	4	1	2
asinvat	0.00930417306327879	0.654982583993794	0.6550486645827	5	4	0.8	7
ūrjay	0.895879128108009	0.991275957691813	1.3361240348401	8	8	1	2
ramay	0.447566975975565	0.99126827778905	1.08762539347644	4	4	1	2
tara	0.447566971204999	0.991268277688968	1.0876253914221	4	4	1	2
nīcā	0.560893761646783	0.991299636260401	1.13898058837905	5	5	1	2
kāmin	0.558873051575637	0.991271059593954	1.13796195075494	5	5	1	2
varcin	0.447566971055191	0.991268277685847	1.0876253913576	4	4	1	2
kāmay	0.0201793471105278	0.746037264534512	0.746310127308979	7	6	0.857142857142857	6
bhoja	0.0154022041119145	0.359346003874091	0.35967593524141	28	16	0.571428571428571	8
mi	0.560893704170497	0.99129963617078	1.13898055999671	5	5	1	2
kha	0.0186399874392441	0.65530332378302	0.655568375757105	10	8	0.8	7
udañc	0.783037311407895	0.991265620684448	1.26323195091314	7	7	1	2
anas	0.0164780491317692	0.58344126725012	0.583673914470755	12	9	0.75	7
rodhas	0.447566974026947	0.991268277748168	1.08762539263731	4	4	1	2
cumuri	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
ātṛ	0.02017934711056	0.746037264534837	0.746310127309305	7	6	0.857142857142857	6
sasni	1.11832279216142	0.991272487829889	1.49441192868505	10	10	1	1
saptati	0.447566969969143	0.991268277663076	1.08762539088993	4	4	1	2
brahmaṇy	0.0142394660338687	0.707447996165138	0.707591287164418	6	5	0.833333333333333	7
vajrahasta	0.0287842674780324	0.709632383524716	0.710215920548967	12	10	0.833333333333333	7
preray	0.447566978701408	0.9912682778462	1.08762539465023	4	4	1	2
vājayu	0.152326315511785	0.901286344249632	0.914068039441409	17	16	0.941176470588235	4
sahuri	0.023493971936598	0.685178633597705	0.685581305649575	11	9	0.818181818181818	7
gambhīra	0.0272300974665198	0.776207339074674	0.776684821173571	8	7	0.875	6
vīḍay	0.0146142899339897	0.623303671277819	0.623474974717255	9	7	0.777777777777778	7
abhisvara	0.447566970438611	0.99126827767289	1.08762539109207	4	4	1	2
pathikṛt	0.56047362623425	0.991294901782856	1.13876962903164	5	5	1	2
hvaras	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
ṛṇayā	0.00930417306327879	0.654982583993794	0.6550486645827	5	4	0.8	7
dam	0.447566971007522	0.991268277684839	1.08762539133707	4	4	1	2
stena	1.33204155937774	0.991206479331198	1.66036893507968	12	12	1	1
prabhṛti	0.00930417306328278	0.654982583993883	0.65504866458279	5	4	0.8	7
devatama	0.447566979079249	0.991268277854153	1.08762539481297	4	4	1	2
udrin	0.0201793471105517	0.746037264534692	0.746310127309159	7	6	0.857142857142857	6
araṇa	0.0813040468394205	0.86436900345561	0.86818438258662	13	12	0.923076923076923	6
jyā	0.055611235432842	0.837429619076941	0.839274077053329	11	10	0.909090909090909	6
kṣipra	0.447566971055191	0.991268277685847	1.0876253913576	4	4	1	2
venya	0.447566979096037	0.991268277854504	1.0876253948202	4	4	1	2
ṛṇa	1.23230122140781	0.991291822455579	1.58152640747806	11	11	1	1
yathāvaśam	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
rīti	0.783037347736387	0.991265621104277	1.26323197376146	7	7	1	2
prasiti	0.0483039553417991	0.766424373331217	0.767945044998541	15	13	0.866666666666667	6
abhaya	0.056107668324283	0.781310536840881	0.783322555160627	16	14	0.875	6
bṛhant	0.895903235404802	0.991276169769859	1.33614035638566	8	8	1	2
yajatha	1.11832279090495	0.991272487823255	1.49441192774039	10	10	1	1
praṇetṛ	0.783037345515643	0.991265621078659	1.26323197236479	7	7	1	2
mātrā	0.783037306582723	0.991265620628705	1.26323194787843	7	7	1	2
haye	0.447566971136392	0.991268277687556	1.08762539139258	4	4	1	2
kitava	0.00185261652958183	0.184737967402379	0.184747256509991	8	3	0.375	8
hārdi	0.991340279671737	0.991134313380047	1.40182123584249	9	9	1	1
aśan	0.447566979070364	0.99126827785402	1.08762539480919	4	4	1	2
indrāsoma	0.00190465968810009	0.124904918942751	0.124919440058875	14	4	0.285714285714286	8
padyā	0.447566970524167	0.991268277674705	1.08762539112893	4	4	1	2
upastir	0.560893703818719	0.991299636173735	1.13898055982605	5	5	1	2
rākā	0.00181210287285502	0.321745574129117	0.321750677059889	4	2	0.5	8
sinīvālī	0.00181210287284753	0.32174557412852	0.321750677059292	4	2	0.5	8
cātay	0.560893761646783	0.991299636260401	1.13898058837905	5	5	1	2
krudh	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
arapas	0.56047362623425	0.991294901782856	1.13876962903164	5	5	1	2
ojīyas	0.447566971166571	0.991268277688189	1.08762539140557	4	4	1	2
garta	0.014239466033887	0.707447996165444	0.707591287164725	6	5	0.833333333333333	7
samanyu	0.00788641911767634	0.47273832956573	0.472804107265468	9	6	0.666666666666667	7
ṛjipya	0.0142394660338687	0.707447996165138	0.707591287164418	6	5	0.833333333333333	7
rapś	0.560893761646783	0.991299636260401	1.13898058837905	5	5	1	2
janiman	0.139791151519637	0.807306435537925	0.81931999054346	34	30	0.882352941176471	6
pramṛṣ	0.447566971055191	0.991268277685847	1.0876253913576	4	4	1	2
naptṛ	0.0272300974665198	0.776207339074674	0.776684821173571	8	7	0.875	6
avi	0.0353824174252739	0.80027437991645	0.801056176939866	9	8	0.888888888888889	6
āsic	0.560893704473587	0.991299636175762	1.1389805601503	5	5	1	2
amṛkta	0.067731764822666	0.851877431141184	0.854565825231559	12	11	0.916666666666667	6
vimocana	0.0104259276057591	0.51512628607253	0.515231783345436	10	7	0.7	7
vājinīvasu	0.0236923385848374	0.534806205492669	0.535330742944103	21	15	0.714285714285714	7
śakman	0.558946343007578	0.991272203486274	1.13799894365772	5	5	1	2
aramati	0.055611235432842	0.837429619076941	0.839274077053329	11	10	0.909090909090909	6
rakṣitṛ	0.447566978701408	0.9912682778462	1.08762539465023	4	4	1	2
somāpūṣan	1e-04	0.0248552212598695	0.0248554224240319	4	1	0.25	8
ajuṣṭa	0.650956893905916	0.991033493095121	1.18570327745181	6	6	1	2
ambā	0.00547943197032043	0.581666061497118	0.581691869697597	4	3	0.75	7
śakuni	0.00161850975457449	0.245037465179844	0.245042810373185	5	2	0.4	8
pradakṣiṇit	0.650956973786299	0.991033494213158	1.18570332224101	6	6	1	2
gṛtsa	0.991324764817377	0.9911341707218	1.40181016322205	9	9	1	1
nagna	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
sabandhu	0.447566970376573	0.991268277671639	1.0876253910654	4	4	1	2
apāra	0.0353824174252736	0.80027437991648	0.801056176939897	9	8	0.888888888888889	6
sakhī	0.00547943197031981	0.581666061497114	0.581691869697594	4	3	0.75	7
nikāma	0.0353824174252739	0.80027437991645	0.801056176939866	9	8	0.888888888888889	6
damya	0.558872586664723	0.991271052328219	1.13796171609998	5	5	1	2
pṛtanāyu	0.447566971211759	0.991268277689101	1.087625391425	4	4	1	2
rathira	0.0233154208481851	0.683531534016962	0.683929065652945	11	9	0.818181818181818	7
viśvāmitra	0.00574299042468862	0.423727467837283	0.42376638486177	8	5	0.625	8
bṛhatī	0.783037345528593	0.991265621078771	1.26323197237291	7	7	1	2
purudaṃsa	0.895863716781086	0.991275820940426	1.33611360004527	8	8	1	2
vijāvan	0.783037304533684	0.991265620604991	1.26323194658969	7	7	1	2
canohita	0.00329297479144481	0.405628559355405	0.405641925653302	5	3	0.6	8
śoci	0.783037345515643	0.991265621078659	1.26323197236479	7	7	1	2
amṛtyu	0.447566969085276	0.99126827764451	1.08762539050929	4	4	1	2
veviṣ	0.650956972255162	0.991033494191731	1.18570332138249	6	6	1	2
vimāna	0.560473626258717	0.991294901783615	1.13876962904434	5	5	1	2
āpṛṇ	0.447566975975565	0.99126827778905	1.08762539347644	4	4	1	2
caraṇa	0.447566978701096	0.991268277846194	1.0876253946501	4	4	1	2
varṣman	0.991334510542514	0.991134260333013	1.4018171185281	9	9	1	1
ghṛtācī	0.65095759743579	0.991033502940806	1.1857036719225	6	6	1	2
āyam	0.783037305129317	0.99126562061195	1.26323194696436	7	7	1	2
nīla	0.447566969869615	0.991268277660946	1.08762539084704	4	4	1	2
dhāna	0.0201793471105278	0.746037264534512	0.746310127308979	7	6	0.857142857142857	6
śreyas	0.447566971054014	0.991268277685825	1.0876253913571	4	4	1	2
pṛtanājya	0.560891718358828	0.991299632455685	1.13897957884691	5	5	1	2
valśa	0.00547943197032039	0.581666061497118	0.581691869697597	4	3	0.75	7
nivartana	0.00161850975457577	0.245037465178129	0.24504281037147	5	2	0.4	8
śīra	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
abhiyuj	0.650956971878702	0.991033494186408	1.18570332117137	6	6	1	2
ukthin	0.895891337837353	0.991276065407363	1.33613230148122	8	8	1	2
pathyā	2.39394269957841	0.99106494397393	2.59097884438272	22	22	1	9
kavitama	0.558873051575637	0.991271059593954	1.13796195075494	5	5	1	2
adrogha	0.783037347460423	0.991265621101074	1.26323197358789	7	7	1	2
hatha	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
ādabh	0.447566970035034	0.991268277664472	1.08762539091832	4	4	1	2
anamīva	1.33204156285072	0.991206479384413	1.66036893789767	12	12	1	1
prabhūti	0.560893761646783	0.991299636260401	1.13898058837905	5	5	1	2
dadhikrā	0.00484995936059541	0.291942121171627	0.291982403956108	12	6	0.5	8
vājina	0.00930417306328894	0.654982583994043	0.655048664582949	5	4	0.8	7
daiva	0.650956973786299	0.991033494213158	1.18570332224101	6	6	1	2
sanaya	0.447566979079249	0.991268277854153	1.08762539481297	4	4	1	2
stoka	0.00144892323972796	0.196793319409986	0.196798653305746	6	2	0.333333333333333	8
medas	0.00161850975457577	0.245037465178129	0.24504281037147	5	2	0.4	8
parastāt	0.560893642458067	0.991299636078844	1.13898052952626	5	5	1	2
nirmath	0.447566979079249	0.991268277854153	1.08762539481297	4	4	1	2
ṛdhak	1.56558615901298	0.991262790820866	1.8530142853629	14	14	1	1
kuśika	0.0104259276057591	0.51512628607253	0.515231783345436	10	7	0.7	7
varṣa	0.560893701054759	0.991299636166688	1.1389805584588	5	5	1	2
pracoday	0.560893761646783	0.991299636260401	1.13898058837905	5	5	1	2
bhūta	0.0201793471105296	0.746037264534527	0.746310127308994	7	6	0.857142857142857	6
vṛṣa	0.0449050490596036	0.820652055558757	0.821879711225346	10	9	0.9	6
pariṣkṛ	1.90638405362546	0.99129220593949	2.14871133414282	17	17	1	1
mādhyaṃdina	0.00774749194725415	0.360985743060524	0.361068871995955	14	8	0.571428571428571	8
bhāgadheya	0.560891714522728	0.99129963244414	1.13897957694778	5	5	1	2
sukṛta	0.447566978701408	0.9912682778462	1.08762539465023	4	4	1	2
devāvī	1.23230193302199	0.991291827718693	1.58152696525592	11	11	1	1
āsura	0.00930417306328278	0.654982583993883	0.65504866458279	5	4	0.8	7
suraṇa	0.560893641606858	0.99129963607533	1.13898052910402	5	5	1	2
tuvikūrmi	0.650955751192351	0.991033477103544	1.18570263673079	6	6	1	2
samīka	0.56089369240677	0.991299636156501	1.13898055419121	5	5	1	2
haryaśva	0.0485106723814309	0.664134673660752	0.66590400966909	25	20	0.8	7
tapiṣṭha	0.895909166126017	0.991276221549856	1.33614437145047	8	8	1	2
saṃjit	1.56558615919627	0.991262790821871	1.8530142855183	14	14	1	1
tānva	0.447566969085276	0.99126827764451	1.08762539050929	4	4	1	2
māsa	1.23230172561319	0.991291826184366	1.58152680268441	11	11	1	1
saṃpaś	0.447566978701408	0.9912682778462	1.08762539465023	4	4	1	2
maṃhanā	1.39288962797263	0.990949328151241	1.7094215649386	13	13	1	1
dediś	0.650955751058232	0.991033477101615	1.18570263665554	6	6	1	2
tak	0.0201793471105517	0.746037264534692	0.746310127309159	7	6	0.857142857142857	6
apahan	0.00789751343386783	0.535677259092842	0.535735472623998	7	5	0.714285714285714	7
duṣkṛt	0.0109997192452144	0.583787230375888	0.583890849537329	8	6	0.75	7
pūrbhid	0.56047362623425	0.991294901782856	1.13876962903164	5	5	1	2
śāka	0.0449050490596517	0.820652055558933	0.821879711225525	10	9	0.9	6
yād	0.00930417306327935	0.654982583993806	0.655048664582713	5	4	0.8	7
panya	0.0029448550533096	0.249329390018108	0.249346780404494	9	4	0.444444444444444	8
vyac	0.0964106617481969	0.875267722803516	0.880561526686454	14	13	0.928571428571429	6
suṣuta	1.11832279121814	0.991272487825585	1.4944119279763	10	10	1	1
arvāvat	0.0677317648220834	0.851877431139617	0.854565825229951	12	11	0.916666666666667	6
antarā	0.0272300974668361	0.776207339075124	0.776684821174031	8	7	0.875	6
snu	0.131776419861947	0.893529523008043	0.903194349693693	16	15	0.9375	6
dadhṛṣ	0.447566971173872	0.991268277688318	1.0876253914087	4	4	1	2
tūya	0.0706967262328115	0.766061623206764	0.769316864269996	22	19	0.863636363636364	6
sadhamād	0.055611235432842	0.837429619076941	0.839274077053329	11	10	0.909090909090909	6
mūra	0.0146142899339903	0.623303671277828	0.623474974717264	9	7	0.777777777777778	7
harita	0.0070530977466175	0.374332028022972	0.37439846873567	12	7	0.583333333333333	8
khāda	0.447566979070364	0.99126827785402	1.08762539480919	4	4	1	2
phala	0.447566979070364	0.99126827785402	1.08762539480919	4	4	1	2
smaddiṣṭi	0.447566971413814	0.991268277693334	1.08762539151201	4	4	1	2
yaśastara	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
viśvāsah	0.447566971054014	0.991268277685825	1.0876253913571	4	4	1	2
turāṣāh	0.447566971054014	0.991268277685825	1.0876253913571	4	4	1	2
sahāvan	0.560893642458067	0.991299636078844	1.13898052952626	5	5	1	2
tumra	0.650956972154127	0.991033494190274	1.18570332132581	6	6	1	2
iṣaṇy	0.783037347736387	0.991265621104277	1.26323197376146	7	7	1	2
abhiṣāc	0.447566971204999	0.991268277688968	1.0876253914221	4	4	1	2
vadhūyu	0.650956972154127	0.991033494190274	1.18570332132581	6	6	1	2
yoṣaṇā	0.113189590023524	0.884914015331258	0.892123700962699	15	14	0.933333333333333	6
jamadagni	0.0353824174252739	0.80027437991645	0.801056176939866	9	8	0.888888888888889	6
saṃvid	0.0813040468394205	0.86436900345561	0.86818438258662	13	12	0.923076923076923	6
viyu	0.44756697098288	0.99126827768434	1.08762539132648	4	4	1	2
viṣuṇa	0.783037347736387	0.991265621104277	1.26323197376146	7	7	1	2
kārin	0.783037301687069	0.991265620572116	1.26323194479937	7	7	1	2
paśumat	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
anāga	0.783037311407895	0.991265620684448	1.26323195091314	7	7	1	2
asmadryañc	0.0353824174252736	0.80027437991648	0.801056176939897	9	8	0.888888888888889	6
prayuta	0.44756697098288	0.99126827768434	1.08762539132648	4	4	1	2
pratīcīna	0.56047362623425	0.991294901782856	1.13876962903164	5	5	1	2
padya	0.00181210287284418	0.321745574128351	0.321750677059122	4	2	0.5	8
āgamiṣṭha	0.0142394660338813	0.707447996165311	0.707591287164592	6	5	0.833333333333333	7
mitajñu	0.447566975902924	0.991268277787509	1.08762539344514	4	4	1	2
